Work Order Number,"Work Order: Type
Name","Work Order:
Street
Number","Work
Order:
Street
Direction","Work Order:
Street Name","Work
Order:
Street Type",Ward,"Work
Order:
Created
Time Value","Work
Order:
Completed
Time Value",Status,Work Order: Description
19-01303219,"Tree Planting -
Green Streets",1502,S,PRAIRIE,AVE,3,1:31 PM,1:31 PM,Closed,7D 2P 04ZE 04/27/19
19-01303231,"Tree Planting -
Green Streets",2057,S,PRAIRIE,AVE,3,1:32 PM,1:33 PM,Closed,7D 2P 13ZG 04/25/19
19-01303244,"Tree Planting -
Green Streets",200,S,RACINE,AVE,28,1:34 PM,1:34 PM,Closed,7D 1P 04ZE 05/13/19
19-01303253,"Tree Planting -
Green Streets",650,N,RACINE,AVE,1,1:35 PM,1:36 PM,Closed,7D 1OP 41ZD 05/06/19
19-01303323,"Tree Planting -
Green Streets",1707,S,RACINE,AVE,25,1:43 PM,1:44 PM,Closed,7D 1OP 13ZG 05/13/19
19-01303329,"Tree Planting -
Green Streets",1843,S,RACINE,AVE,25,1:45 PM,1:45 PM,Closed,7D 2OP ON SIDE 13ZG 05/13/19
19-01303388,"Tree Planting -
Green Streets",932,W,RANDOLPH,ST,27,1:52 PM,1:53 PM,Closed,7D 1OP 25ZE 04/26/19
19-01303403,"Tree Planting -
Green Streets",955,W,RANDOLPH,ST,27,1:53 PM,1:54 PM,Closed,7D 1OP 01ZF 5/13/19
19-01303487,"Tree Planting -
Green Streets",1048,W,RANDOLPH,ST,27,2:04 PM,2:06 PM,Closed,7D 1OP 30ZEEE 05/13/19
19-01306905,"Tree Planting -
Green Streets",1215,W,RANDOLPH,ST,27,9:08 AM,9:08 AM,Closed,7D 1OP 41ZD 04/26/19
19-01306913,"Tree Planting -
Green Streets",1235,W,RANDOLPH,ST,27,9:09 AM,9:09 AM,Closed,7D 04/26/16 1OP 07CC
19-01306925,"Tree Planting -
Green Streets",1245,W,RANDOLPH,ST,27,9:10 AM,9:10 AM,Closed,7D 04/26/19 1OP 25ZE
19-01306938,"Tree Planting -
Green Streets",433,W,ROSLYN,PL,43,9:11 AM,9:11 AM,Closed,7D 05/14/19 2P 07ZC
19-01306942,"Tree Planting -
Green Streets",441,W,ROSLYN,PL,43,9:12 AM,9:12 AM,Closed,7D 05/14/19 1P 25ZE
19-01306956,"Tree Planting -
Green Streets",1051,N,RUSH,ST,42,9:13 AM,9:14 AM,Closed,7D 05/04/19 1OP 01ZF
19-01306995,"Tree Planting -
Green Streets",19,N,SANGAMON,ST,25,9:15 AM,9:15 AM,Closed,7D 05/24/19 1OP 07CC
19-01307029,"Tree Planting -
Green Streets",113,S,SANGAMON,ST,25,9:20 AM,9:21 AM,Closed,7D 05/24/19 1OP 07CC
19-01307041,"Tree Planting -
Green Streets",120,S,SANGAMON,ST,25,9:22 AM,9:22 AM,Closed,7D 04/29/19 2OP 25ZE
19-01307062,"Tree Planting -
Green Streets",1455,N,SEDGWICK,ST,27,9:25 AM,9:26 AM,Closed,7D 04/26/19 1OP 04ZE
19-01307215,"Tree Planting -
Green Streets",1558,N,SEDGWICK,ST,2,9:43 AM,9:44 AM,Closed,7D 05/04/19 1OP 13ZG
19-01307222,"Tree Planting -
Green Streets",2455,N,SEMINARY,AVE,43,9:44 AM,9:45 AM,Closed,7D 05/14/19 2P 25ZE
19-01307231,"Tree Planting -
Green Streets",3017,N,SEMINARY,AVE,44,9:45 AM,9:45 AM,Closed,7D 05/07/19 1P 04ZE
19-01307246,"Tree Planting -
Green Streets",654,S,STATE,ST,4,9:47 AM,9:47 AM,Closed,7D 05/04/19 1OP 07CC
19-01307256,"Tree Planting -
Green Streets",1210,S,STATE,ST,3,9:48 AM,9:48 AM,Closed,7D 05/13/19 2OP 25ZE
19-01307263,"Tree Planting -
Green Streets",1915,S,STATE,ST,3,9:49 AM,9:49 AM,Closed,7D 04/27/19 1OP 30ZEEE
19-01307272,"Tree Planting -
Green Streets",550,N,ST CLAIR,ST,42,9:50 AM,9:50 AM,Closed,7D 05/04/19 1P 13ZG
19-01307282,"Tree Planting -
Green Streets",2141,S,TAN,CT,25,9:51 AM,9:51 AM,Closed,7D 05/13/19 3OP 30ZEEEE
19-01307292,"Tree Planting -
Green Streets",1301,W,TAYLOR,ST,28,9:52 AM,9:52 AM,Closed,7D 05/04/19 1OP 25ZE
19-01307300,"Tree Planting -
Green Streets",15,N,THROOP,ST,27,9:53 AM,9:53 AM,Closed,7D 04/26/19 2P 04ZE
19-01307310,"Tree Planting -
Green Streets",59,N,THROOP,ST,27,9:54 AM,9:54 AM,Closed,7D 1P 04ZE 05/06/19
19-01307324,"Tree Planting -
Green Streets",200,S,THROOP,ST,27,9:55 AM,9:55 AM,Closed,7D 04/26/19 1OP 41LH
19-01307339,"Tree Planting -
Green Streets",211,S,THROOP,ST,28,9:57 AM,9:57 AM,Closed,7D 05/24/19 1P 01ZF
19-01307346,"Tree Planting -
Green Streets",1605,N,TROY,ST,26,9:58 AM,9:58 AM,Closed,7D 05/07/19 1P 04ZE
19-01307359,"Tree Planting -
Green Streets",1105,W,"VERNON
PARK",PL,25,9:59 AM,9:59 AM,Closed,7D 05/04/19 1OP 01ZF
19-01307366,"Tree Planting -
Green Streets",1354,S,WABASH,AVE,3,10:00 AM,10:00 AM,Closed,7D 04/27/19 1OP 01ZF
19-01307376,"Tree Planting -
Green Streets",1440,S,WABASH,AVE,3,10:01 AM,10:01 AM,Closed,7D 04/27/19 1OP 41ZD
19-01307388,"Tree Planting -
Green Streets",1455,S,WABASH,AVE,3,10:02 AM,10:03 AM,Closed,7D 04/27/19 2OP 01ZF
19-01307416,"Tree Planting -
Green Streets",1521,S,WABASH,AVE,3,10:04 AM,10:04 AM,Closed,7D 04/27/19 1P 04ZE
19-01307427,"Tree Planting -
Green Streets",1716,S,WABASH,AVE,3,10:05 AM,10:06 AM,Closed,7D 04/27/19 1OP 01ZF
19-01307441,"Tree Planting -
Green Streets",1247,W,WASHBURNE,AVE,25,10:07 AM,10:07 AM,Closed,7D 04/29/19 1OP 07CC
19-01307452,"Tree Planting -
Green Streets",1326,W,WASHBURNE,AVE,25,10:08 AM,10:08 AM,Closed,7D 04/29/19 1P 07CC
19-01307463,"Tree Planting -
Green Streets",1330,W,WASHBURNE,AVE,25,10:09 AM,10:09 AM,Closed,7D 04/29/19 1P 05ZA
19-01307474,"Tree Planting -
Green Streets",181,W,"WASHINGTO
N",ST,42,10:10 AM,10:10 AM,Closed,7D 05/04/19 1OP ON WELLS 01ZF
19-01307507,"Tree Planting -
Green Streets",202,W,"WASHINGTO
N",ST,42,10:11 AM,10:11 AM,Closed,7D 05/04/19 1OP ON WASHINGTON 25ZE
19-01307540,"Tree Planting -
Green Streets",822,W,"WASHINGTO
N",BLVD,27,10:15 AM,10:15 AM,Closed,7D 04/26/19 2OP 30ZEEE
19-01307556,"Tree Planting -
Green Streets",1304,W,"WASHINGTO
N",BLVD,27,10:16 AM,10:17 AM,Closed,7D 04/26/19 1OP 01ZF
19-01307948,"Tree Planting -
Green Streets",1355,W,"WASHINGTO
N",BLVD,27,10:53 AM,10:53 AM,Closed,7D 04/26/19 1OP 01ZF
19-01307971,"Tree Planting -
Green Streets",2828,N,WASHTENAW,AVE,33,10:55 AM,10:55 AM,Closed,"7D 05/07/19 4P 2 AT END OF BLOCK WHERE SIDEWALK
ENDS AND 2 MIDBLOCK, 41ZD"
19-01308022,"Tree Planting -
Green Streets",903,W,WEED,ST,27,10:58 AM,10:58 AM,Closed,7D 04/26/19 1OP 41ZD
19-01308033,"Tree Planting -
Green Streets",907,W,WEED,ST,27,10:59 AM,10:59 AM,Closed,7D 04/26/19 1OP 41ZD
19-01308039,"Tree Planting -
Green Streets",1001,W,WELLINGTON,AVE,44,11:00 AM,11:00 AM,Closed,7D 05/14/19 1P 04BE
19-01308049,"Tree Planting -
Green Streets",457,S,WELLS,ST,25,11:01 AM,11:02 AM,Closed,7D 05/24/19 3OP 25ZE
19-01308063,"Tree Planting -
Green Streets",800,S,WELLS,ST,25,11:02 AM,11:02 AM,Closed,7D 04/29/19 2 OP 01ZF
19-01308067,"Tree Planting -
Green Streets",801,S,WELLS,ST,25,11:03 AM,11:03 AM,Closed,7D 04/29/19 1OP 01ZF
19-01308076,"Tree Planting -
Green Streets",1242,N,WELLS,ST,2,11:04 AM,11:04 AM,Closed,7D 05/04/19 1OP 01ZF
19-01308088,"Tree Planting -
Green Streets",915,N,WILLARD,CT,27,11:05 AM,11:05 AM,Closed,7D 04/26/19 1OP 07CC
19-01308098,"Tree Planting -
Green Streets",842,W,WOLFRAM,ST,44,11:06 AM,11:06 AM,Closed,7D 05/07/19 1P 32AD
19-01308106,"Tree Planting -
Green Streets",1352,W,TAYLOR,ST,28,11:07 AM,11:08 AM,Closed,7D 05/24/19 1OP 32AD
19-01308116,"Tree Planting -
Green Streets",1008,S,MAY,ST,25,11:08 AM,11:08 AM,Closed,7D 05/24/19 1OP 04ZE
19-01308125,"Tree Planting -
Green Streets",725,S,LOOMIS,ST,28,11:09 AM,11:09 AM,Closed,7D 05/24/19 1OP 04ZE
19-01308134,"Tree Planting -
Green Streets",1455,W,ADAMS,ST,27,11:10 AM,11:10 AM,Closed,7D 05/24/19 1OP 2OF2 41LH
19-01308144,"Tree Planting -
Green Streets",929,S,LAFLIN,ST,28,11:11 AM,11:11 AM,Closed,7D 05/24/19 1OP 32AD
19-01308146,"Tree Planting -
Green Streets",1408,W,FILLMORE,ST,28,11:11 AM,11:12 AM,Closed,7D 05/24/19 1P 04ZE
19-01390582,"Tree Planting -
Green Streets",3706,E,106TH,ST,10,7:30 AM,7:30 AM,Closed,7D 06.01.19 2P 04ZE
19-01390588,"Tree Planting -
Green Streets",600,W,ADAMS,ST,42,7:31 AM,7:31 AM,Closed,7D 06.11.19 1OP 07CC
19-01390598,"Tree Planting -
Green Streets",800,W,ALTGELD,ST,43,7:32 AM,7:33 AM,Closed,7D 05.28.19 5X10 25ZE
19-01390601,"Tree Planting -
Green Streets",802,N,ASHLAND,AVE,1,7:33 AM,7:34 AM,Closed,7D 06.06.19 OP 07CC
19-01390610,"Tree Planting -
Green Streets",1711,N,ASHLAND,AVE,32,7:35 AM,7:35 AM,Closed,7D 06.06.19 1OP 07CC
19-01390619,"Tree Planting -
Green Streets",5740,N,ASHLAND,AVE,40,7:36 AM,7:36 AM,Closed,7D 05.28.19 2P 07CC
19-01390637,"Tree Planting -
Green Streets",3513,N,BOSWORTH,AVE,44,7:40 AM,7:40 AM,Closed,7D 06.06.19 1P 02RE
19-01390668,"Tree Planting -
Green Streets",55,W,CHESTNUT,ST,2,7:42 AM,7:42 AM,Closed,7D 05.28.19 1P 04ZE ON DEARBORN
19-01390693,"Tree Planting -
Green Streets",145,E,CHICAGO,AVE,2,7:44 AM,7:44 AM,Closed,7D 05.28.19 1OP 25ZE EAST OF MICHIGAN AVENUE
19-01390701,"Tree Planting -
Green Streets",413,N,CLARK,ST,42,7:45 AM,7:45 AM,Closed,7D 06.11.19 1OP 30ZE
19-01390710,"Tree Planting -
Green Streets",2059,N,CLARK,ST,43,7:47 AM,7:47 AM,Closed,7D 05.28.19 1OP 13ZG
19-01390727,"Tree Planting -
Green Streets",420,N,CLARK,ST,42,7:49 AM,7:49 AM,Closed,7D 06.11.19 2OP 04ZE
19-01390734,"Tree Planting -
Green Streets",3721,N,CLARK,ST,44,7:50 AM,7:51 AM,Closed,7D 05.28.19 1OP 04BE
19-01390741,"Tree Planting -
Green Streets",3723,N,CLARK,ST,44,7:52 AM,7:52 AM,Closed,7D 05.28.19 1OP 04BE
19-01390746,"Tree Planting -
Green Streets",1133,W,CORNELIA,AVE,44,7:53 AM,7:53 AM,Closed,7D 05.28.19 1P 07ZC
19-01390754,"Tree Planting -
Green Streets",1131,N,CROSBY,ST,27,7:54 AM,7:55 AM,Closed,7D 05.28.19 1P 13ZG
19-01390801,"Tree Planting -
Green Streets",105,W,DELAWARE,PL,2,7:58 AM,7:58 AM,Closed,7D 05.28.19 1OP 04ZE
19-01390806,"Tree Planting -
Green Streets",101,S,DESPLAINES,ST,42,7:59 AM,7:59 AM,Closed,7D 06.11.19 1OP 07CC
19-01390810,"Tree Planting -
Green Streets",463,W,ELM,ST,27,8:01 AM,8:01 AM,Closed,7D 05.28.19 1OP 25ZE
19-01390816,"Tree Planting -
Green Streets",2019,N,ELSTON,AVE,2,8:02 AM,8:02 AM,Closed,7D 06.06.19 5OP 3-07CC AND 2-25ZE
19-01391103,"Tree Planting -
Green Streets",658,N,FAIRBANKS,CT,42,8:34 AM,8:34 AM,Closed,7D 05.28.19 1OP 30ZE
19-01391337,"Tree Planting -
Green Streets",425,S,FINANCIAL,PL,4,9:00 AM,9:01 AM,Closed,7D 06.11.19 1OP 30ZEEE
19-01391553,"Tree Planting -
Green Streets",1359,W,FLOURNOY,ST,28,9:19 AM,9:23 AM,Closed,7D 06.11.19 1OP 32AD
19-01391611,"Tree Planting -
Green Streets",1400,W,FLOURNOY,ST,28,9:24 AM,9:24 AM,Closed,7D 06.11.19 2OP 04ZE
19-01391621,"Tree Planting -
Green Streets",1457,W,FLOURNOY,ST,28,9:25 AM,9:25 AM,Closed,7D 06.11.19 1P 04ZE
19-01391632,"Tree Planting -
Green Streets",1212,W,FLOURNOY,ST,28,9:26 AM,9:26 AM,Closed,7D 06.11.19 1P 05ZA
19-01391766,"Tree Planting -
Green Streets",850,N,FRANKLIN,ST,27,9:40 AM,9:40 AM,Closed,"7D 3P, 2-25ZE 05.28.19, 1-07CC 06.11.19"
19-01391791,"Tree Planting -
Green Streets",324,S,GREEN,ST,27,9:42 AM,9:43 AM,Closed,7D 06.11.19 1P 07CC
19-01391814,"Tree Planting -
Green Streets",9525,S,HALSTED,ST,21,9:45 AM,9:56 AM,Closed,7D 06.01.19 2OP 25ZE ON HALSTED
19-01391958,"Tree Planting -
Green Streets",1518,N,HUDSON,AVE,2,10:04 AM,10:04 AM,Closed,7D 05.28.19 1P 05ZA
19-01391973,"Tree Planting -
Green Streets",1061,W,JACKSON,BLVD,25,10:06 AM,10:06 AM,Closed,7D 06.11.19 2P 41ZD ON ABERDEEN
19-01392079,"Tree Planting -
Green Streets",704,S,LAFLIN,ST,28,10:07 AM,10:08 AM,Closed,7D 06.11.19 1P 04ZE
19-01392102,"Tree Planting -
Green Streets",801,S,LAFLIN,ST,28,10:09 AM,10:10 AM,Closed,7D 06.06.19 1P 13ZG
19-01392112,"Tree Planting -
Green Streets",829,S,LAFLIN,ST,28,10:11 AM,10:11 AM,Closed,7D 06.11.19 1P 41ZD
19-01392125,"Tree Planting -
Green Streets",917,S,LAFLIN,ST,28,10:12 AM,10:12 AM,Closed,7D 06.11.19 1P 41ZD
19-01417192,"Tree Planting -
Green Streets",600,N,LAKE SHORE,DR,42,11:32 AM,11:47 AM,Closed,7D 06.11.19 1OP ON OHIO 25ZE
19-01417541,"Tree Planting -
Green Streets",1360,N,LAKE SHORE,DR,43,11:54 AM,11:59 AM,Closed,7D 05.28.19 1P 07CC
19-01417692,"Tree Planting -
Green Streets",808,N,LAKE SHORE,DR,2,12:16 PM,12:17 PM,Closed,7D 06.11.19 1P 01ZF
19-01417701,"Tree Planting -
Green Streets",1500,N,LA SALLE,DR,27,12:18 PM,12:21 PM,Closed,7D 05.28.19 1OP ON SIDE 04ZE
19-01417736,"Tree Planting -
Green Streets",1045,W,LAWRENCE,AVE,46,12:22 PM,12:27 PM,Closed,7D 05.28.19 1OP 04ZE
19-01417750,"Tree Planting -
Green Streets",1200,W,LEXINGTON,ST,28,12:24 PM,12:29 PM,Closed,7D 06.11.19 1P 13ZG
19-01417761,"Tree Planting -
Green Streets",1413,W,LEXINGTON,ST,28,12:26 PM,12:27 PM,Closed,7D 06.11.19 1P 13ZG
19-01417773,"Tree Planting -
Green Streets",1426,W,LEXINGTON,ST,28,12:28 PM,12:29 PM,Closed,7D 06.11.19 1P 41ZD
19-01417789,"Tree Planting -
Green Streets",1925,N,LINCOLN,AVE,43,12:30 PM,12:32 PM,Closed,7D 05.28.19 1OP 41ZD
19-01417798,"Tree Planting -
Green Streets",2430,N,HALSTED,ST,43,12:31 PM,12:32 PM,Closed,7D 06.06.19 4OP 01ZF
19-01417814,"Tree Planting -
Green Streets",2432,N,HALSTED,ST,43,12:33 PM,12:34 PM,Closed,7D 06.06.19 2OP 41ZD
19-01417824,"Tree Planting -
Green Streets",1505,N,NORTH PARK,AVE,27,12:34 PM,12:35 PM,Closed,7D 05.28.19 1OP 13ZG
19-01417835,"Tree Planting -
Green Streets",34,W,ONTARIO,ST,42,12:36 PM,12:36 PM,Closed,"7D 05.28.19 1OP 25ZE SECOND TREE EAST OF DEARBORN
PARTIALLY DEAD"
19-01417844,"Tree Planting -
Green Streets",205,E,PEARSON,ST,2,12:37 PM,12:37 PM,Closed,7D 05.28.19 2P 05ZA
19-01417852,"Tree Planting -
Green Streets",1021,W,POLK,ST,11,12:38 PM,12:38 PM,Closed,7D 06.11.19 2OP 13ZG
19-01418100,"Tree Planting -
Green Streets",1455,N,SEDGWICK,ST,27,12:55 PM,12:55 PM,Closed,7D 05.28.19 1OP 04ZE
19-01418110,"Tree Planting -
Green Streets",5746,N,SHERIDAN,RD,48,12:56 PM,12:56 PM,Closed,7D 05.28.19 1OP 25ZE
19-01418120,"Tree Planting -
Green Streets",6301,N,SHERIDAN,RD,48,12:57 PM,12:57 PM,Closed,7D 06.06.19 1OP 01ZF
19-01418126,"Tree Planting -
Green Streets",7069,N,SHERIDAN,RD,49,12:58 PM,12:58 PM,Closed,7D 06.06.19 2OP 41LH
19-01418349,"Tree Planting -
Green Streets",7453,N,SHERIDAN,RD,49,1:24 PM,1:24 PM,Closed,7D 06.06.19 2P 41ZD
19-01418597,"Tree Planting -
Green Streets",7011,N,SHERIDAN,RD,49,1:46 PM,1:47 PM,Closed,7D 05.28.19 2P 13ZG
19-01418608,"Tree Planting -
Green Streets",1201,S,STATE,ST,3,1:47 PM,1:48 PM,Closed,7D 05.28.19 1OP 01ZF
19-01418620,"Tree Planting -
Green Streets",640,S,STATE,ST,4,1:48 PM,1:49 PM,Closed,7D 05.28.19 1OP 07CC
19-01418665,"Tree Planting -
Green Streets",340,W,SUPERIOR,ST,42,1:53 PM,1:54 PM,Closed,7D 05.28.19 1P 30ZEEE
19-01418676,"Tree Planting -
Green Streets",1230,W,TAYLOR,ST,28,1:54 PM,1:55 PM,Closed,7D 06.06.19 1OP 01ZF
19-01418684,"Tree Planting -
Green Streets",612,S,WABASH,AVE,4,1:56 PM,1:56 PM,Closed,7D 06.11.19 1P 41ZD
19-01418691,"Tree Planting -
Green Streets",355,W,WELLINGTON,AVE,44,1:57 PM,1:57 PM,Closed,7D 05.28.19 1P 27ZE
19-01418693,"Tree Planting -
Green Streets",445,N,WELLS,ST,42,1:58 PM,1:58 PM,Closed,7D 05.28.19 1OP 25ZE 1 OF 2
19-01418698,"Tree Planting -
Green Streets",803,S,WELLS,ST,25,1:59 PM,2:00 PM,Closed,7D 06.11.19 1OP 25ZE
19-01418705,"Tree Planting -
Green Streets",520,W,ERIE,ST,42,2:00 PM,2:01 PM,Closed,7D 06.11.19 1OP 30ZE
19-01418711,"Tree Planting -
Green Streets",449,N,CLARK,ST,42,2:01 PM,2:02 PM,Closed,7D 06.11.19 1 OP 04ZE ON ILLINOIS
19-01418724,"Tree Planting -
Green Streets",900,S,COLUMBUS,DR,4,2:03 PM,2:03 PM,Closed,7D 06.11.19 1OP 41ZD NEAR LIGHT POLE C1010
19-01418729,"Tree Planting -
Green Streets",1000,S,COLUMBUS,DR,4,2:04 PM,2:04 PM,Closed,7D 06.11.19 1 OP 41ZD BY LIGHT POLE C1110
19-01488278,"Tree Planting -
Green Streets",1310,W,18TH,ST,25,2:18 PM,2:19 PM,Canceled,7D 06.27.18 1OP 01ZF
19-01524517,"Tree Planting -
Green Streets",1559,N,WELLS,ST,27,9:16 AM,9:16 AM,Closed,7D 07.11.19 1OP 01ZF
19-01524529,"Tree Planting -
Green Streets",907,W,WEED,ST,27,9:17 AM,9:17 AM,Closed,7D 07.02.19 1OP 41ZD
19-01524551,"Tree Planting -
Green Streets",819,W,EASTMAN,ST,27,9:19 AM,9:20 AM,Closed,7D 07.02.19 1OP 01ZF
19-01524583,"Tree Planting -
Green Streets",860,W,EVERGREEN,AVE,27,9:23 AM,9:23 AM,Closed,7D 07.02.19 41LH 1P
19-01524598,"Tree Planting -
Green Streets",809,W,ADAMS,ST,27,9:24 AM,9:24 AM,Closed,7D 07.02.19 1OP 13ZG
19-01583523,"Tree Planting -
Green Streets",522,W,26TH,ST,11,10:15 AM,10:18 AM,Closed,7D 07/15/19 3OP 07CC
19-01583567,"Tree Planting -
Green Streets",527,W,26TH,ST,11,10:23 AM,10:25 AM,Closed,7D 07/15/2019 2OP 25ZE
19-01583935,"Tree Planting -
Green Streets",3745,N,GREENVIEW,AVE,44,10:59 AM,12:12 PM,Closed,7D 07/22/19 1P 01AF
19-01584590,"Tree Planting -
Green Streets",7901,S,"DR MARTIN
LUTHER KING",DR,6,12:36 PM,12:37 PM,Closed,7D 07/02/19 1P 06ZB
19-01584750,"Tree Planting -
Green Streets",500,W,26TH,ST,11,12:57 PM,12:58 PM,Closed,7D 07/15/19 1OP 25ZE
19-01584844,"Tree Planting -
Green Streets",506,W,26TH,ST,11,1:10 PM,1:12 PM,Closed,7D 7/15/19 1OP 06ZB
19-01584871,"Tree Planting -
Green Streets",516,W,26TH,ST,11,1:13 PM,1:16 PM,Closed,7D 07/15/19 1OP 01ZF
19-01584942,"Tree Planting -
Green Streets",537,W,26TH,ST,11,1:17 PM,1:33 PM,Closed,7D 07/15/19 1OP 06ZB
19-01591274,"Tree Planting -
Green Streets",720,W,26TH,ST,11,9:34 AM,9:36 AM,Closed,7D 07/15/19 1OP 01ZF
19-01591320,"Tree Planting -
Green Streets",744,W,26TH,ST,11,9:39 AM,9:41 AM,Closed,7D 07/15/2019 1OP 07CC
19-01592256,"Tree Planting -
Green Streets",751,W,26TH,ST,11,11:09 AM,11:11 AM,Closed,7D 07/15/2019 1OP 25ZE
19-01593063,"Tree Planting -
Green Streets",3229,S,HALSTED,ST,11,12:37 PM,12:38 PM,Closed,7D 7/15/19 1OP 06ZB
19-01593127,"Tree Planting -
Green Streets",3240,S,HALSTED,ST,11,12:45 PM,12:47 PM,Closed,7D 07/15/19 1OP 01ZF
19-01593159,"Tree Planting -
Green Streets",3306,S,HALSTED,ST,11,12:49 PM,12:51 PM,Closed,7D 07/15/2019 1OP 07CC
19-01593190,"Tree Planting -
Green Streets",3409,S,HALSTED,ST,11,12:53 PM,12:55 PM,Closed,7D 07/15/2019 1OP 25ZE
19-01593278,"Tree Planting -
Green Streets",3423,S,HALSTED,ST,11,1:01 PM,1:04 PM,Closed,7D 07/15/2019 1OP 07CC
19-01593333,"Tree Planting -
Green Streets",3436,S,HALSTED,ST,11,1:08 PM,1:22 PM,Closed,7D 07/15/2019 1OP 01ZF
19-01593634,"Tree Planting -
Green Streets",3440,S,HALSTED,ST,11,1:35 PM,1:40 PM,Closed,7D 07/15/2019 1OP 06ZB
19-01593924,"Tree Planting -
Green Streets",3526,S,HALSTED,ST,11,2:02 PM,2:06 PM,Closed,7D 7/15/2019 3OP 25ZE
19-01594119,"Tree Planting -
Green Streets",3530,S,HALSTED,ST,11,2:12 PM,2:16 PM,Closed,7D 07/15/19 1OP 06ZB
19-01594299,"Tree Planting -
Green Streets",3554,S,HALSTED,ST,11,2:24 PM,2:30 PM,Closed,7D 07/15/19 1OP 07CC
19-01594767,"Tree Planting -
Green Streets",3600,S,HALSTED,ST,11,3:23 PM,3:32 PM,Closed,7D 07/15/19 1OP 01ZF
19-01597721,"Tree Planting -
Green Streets",241,W,23RD,ST,25,9:41 AM,9:42 AM,Closed,7D 07.13.19 1OP 01ZF
19-01597750,"Tree Planting -
Green Streets",1114,W,ARMITAGE,AVE,43,9:44 AM,9:46 AM,Closed,7D 07/13/19 1OP 25ZE
19-01597818,"Tree Planting -
Green Streets",100,S,ASHLAND,AVE,28,9:51 AM,9:51 AM,Closed,7D 07/13/2019 1OP 06ZB
19-01597896,"Tree Planting -
Green Streets",453,N,ASHLAND,AVE,1,9:59 AM,10:00 AM,Closed,7D 07/13/19 1OP 06ZB
19-01598130,"Tree Planting -
Green Streets",708,S,ASHLAND,AVE,27,10:19 AM,10:20 AM,Closed,7D 07.13.19 1OP 25ZE
19-01598186,"Tree Planting -
Green Streets",901,S,ASHLAND,AVE,28,10:22 AM,10:36 AM,Closed,7D 07/13/19 1OP 25ZE
19-01598466,"Tree Planting -
Green Streets",1826,S,CANAL,ST,25,10:44 AM,10:44 AM,Closed,7D 07/13/19 1OP 06ZB
19-01599781,"Tree Planting -
Green Streets",45,E,CERMAK,RD,3,12:55 PM,1:06 PM,Closed,7D 07/13/19 1OP 25ZE
19-01600083,"Tree Planting -
Green Streets",67,E,CERMAK,RD,3,1:19 PM,1:19 PM,Closed,7D 07/13/19 1OP 07CC
19-01600127,"Tree Planting -
Green Streets",929,W,CERMAK,RD,25,1:24 PM,1:24 PM,Closed,7D 07/13/19 1OP 06ZB
19-01600220,"Tree Planting -
Green Streets",1900,S,CLARK,ST,25,1:33 PM,1:34 PM,Closed,7D 07/13/19 1OP 25ZE
19-01600922,"Tree Planting -
Green Streets",2055,N,CLARK,ST,43,2:30 PM,2:31 PM,Closed,7D 07/13/19 1OP 07CC
19-01600953,"Tree Planting -
Green Streets",2707,N,CLARK,ST,43,2:34 PM,2:36 PM,Closed,7D 0/13/19 2OP 07CC
19-01603080,"Tree Planting -
Green Streets",2713,N,CLARK,ST,43,7:36 AM,7:36 AM,Closed,7D 7/13/19 2OP 01ZF
19-01603091,"Tree Planting -
Green Streets",2720,N,CLARK,ST,43,7:39 AM,8:10 AM,Closed,7D 07/13/2019 1OP 06ZB
19-01603246,"Tree Planting -
Green Streets",221,E,CULLERTON,ST,3,8:14 AM,8:15 AM,Closed,7D 07/13/19 1OP 01ZF
19-01603292,"Tree Planting -
Green Streets",1615,N,DAMEN,AVE,2,8:22 AM,8:22 AM,Closed,7D 07/13/19 1OP 06ZB
19-01603319,"Tree Planting -
Green Streets",2343,N,ELSTON,AVE,32,8:26 AM,8:26 AM,Closed,7D 07/13/19 1OP 06ZB
19-01603533,"Tree Planting -
Green Streets",14,W,ERIE,ST,42,8:54 AM,8:59 AM,Closed,7D 07/13/19 1OP 07CC
19-01603602,"Tree Planting -
Green Streets",425,S,FINANCIAL,PL,4,9:01 AM,9:02 AM,Closed,7D 07/13/19 1OP 06ZB
19-01603637,"Tree Planting -
Green Streets",1,S,FRANKLIN,ST,42,9:04 AM,9:04 AM,Closed,7D 07/13/19 1OP 06ZB
19-01603688,"Tree Planting -
Green Streets",830,N,FRANKLIN,ST,27,9:08 AM,9:08 AM,Closed,7D 07/13/19 3OP 01ZF
19-01603730,"Tree Planting -
Green Streets",1100,S,JEFFERSON,ST,25,9:12 AM,9:42 AM,Closed,7D 07/13/19 1OP 25ZE
19-01604130,"Tree Planting -
Green Streets",222,S,LAFLIN,ST,28,9:47 AM,9:47 AM,Closed,7D 07/13/19 1OP 05ZA
19-01604168,"Tree Planting -
Green Streets",1553,N,LA SALLE,DR,2,9:50 AM,9:55 AM,Closed,7D 07/13/19 1OP 25ZE
19-01604240,"Tree Planting -
Green Streets",420,E,OHIO,ST,42,9:57 AM,9:57 AM,Closed,7D 07/13/19 1OP 25ZE
19-01604266,"Tree Planting -
Green Streets",601,N,ORLEANS,ST,42,9:59 AM,10:00 AM,Closed,7D 07/13/19 2OP 25ZE
19-01604294,"Tree Planting -
Green Streets",815,W,RANDOLPH,ST,27,10:03 AM,10:03 AM,Closed,7D 07/13/19 1OP 04ZE
