sr_number,type,raw_location,area,created_date,activity_date,status,group,description,address,ward
08-00249744,Tree Planting - Green Streets,"294 E PEARSON ST , CHICAGO, IL, 2-Ward 60611 COOK",,"Feb 11, 2008 02:49 PM","JUL 18, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,,294 E PEARSON ST,2-Ward
08-00289080,Tree Planting - Green Streets,"1445 W CHICAGO AVE , CHICAGO, 27-Ward IL, 60622 COOK",,"Feb 18, 2008 02:46 PM","OCT 23, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,06DB 7D,1445 W CHICAGO AVE,27-Ward
08-00289091,Tree Planting - Green Streets,"1010 N HUDSON AVE , CHICAGO, IL, 27-Ward 60610 COOK, OLD JENNER ELEMENTARY SCHOOL",,"Feb 18, 2008 02:47 PM","JUL 18, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,VACANT LOT UNDER DEVELOPMENT; PARKWAY NOT CONDUSIVE FOR TREE PLANTING,1010 N HUDSON AVE,27-Ward
08-00332195,Tree Planting - Green Streets,"1415 N ASTOR ST , CHICAGO, IL, 60610 COOK",43-Ward,"Feb 25, 2008 02:48 PM","JUL 18, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,CANNOT PLANT; WITHIN 10' NO PLANT ZONE OF ALLEY OR DRIVEWAY,1415 N ASTOR ST,43-Ward
08-00348158,Tree Planting - Green Streets,"1505 N ASTOR ST , CHICAGO, IL, 60610 COOK",43-Ward,"Feb 27, 2008 02:57 PM","JUL 18, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,CANNOT PLANT; PRIVATE FENCE MUST BE REMOVED BY HOMWONER IN ORDER FOR TREE PLANTING TO PROCEED,1505 N ASTOR ST,43-Ward
08-00390655,Tree Planting - Green Streets,"1111 S RACINE AVE , CHICAGO, IL, 60607 COOK",25-Ward,"Mar 05, 2008 03:06 PM","JUL 18, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,"06-23""  DEAD 45% ANGLE TOWARD HOUSE",1111 S RACINE AVE,25-Ward
08-00513767,Tree Planting - Green Streets,"529 N MILWAUKEE AVE , CHICAGO, IL, 60622 COOK",27-Ward,"Mar 25, 2008 09:27 AM","JUL 18, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,walks vaulted,529 N MILWAUKEE AVE,27-Ward
08-00517342,Tree Planting - Green Streets,"2344 W 19TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Mar 25, 2008 01:52 PM","APR 24, 2008 01:54 PM",Completed,Bureau of Forestry - Green Streets,OP ALADDIN 30ME 04.24.08,2344 W 19TH ST,25-Ward
08-00517351,Tree Planting - Green Streets,"2346 W 19TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Mar 25, 2008 01:52 PM","APR 24, 2008 01:55 PM",Completed,Bureau of Forestry - Green Streets,OP ALADDIN 30ME 04.24.08,2346 W 19TH ST,25-Ward
08-00517358,Tree Planting - Green Streets,"2146 W 21ST ST , CHICAGO, IL, 60608 COOK",25-Ward,"Mar 25, 2008 01:53 PM","MAY 16, 2008 12:56 PM",Completed,Bureau of Forestry - Green Streets,NCO HBP,2146 W 21ST ST,25-Ward
08-00517479,Tree Planting - Green Streets,"304 N ARTESIAN AVE , CHICAGO, IL, 60612 COOK",27-Ward,"Mar 25, 2008 02:03 PM","MAY 07, 2008 09:17 AM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 01TF 05.07.08,304 N ARTESIAN AVE,27-Ward
08-00517490,Tree Planting - Green Streets,"3601 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:04 PM","MAY 01, 2008 01:18 PM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 01TF 05.01.08,3601 W AUGUSTA BLVD,27-Ward
08-00517497,Tree Planting - Green Streets,"3602 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:05 PM","MAY 01, 2008 01:17 PM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 01XF 05.01.08,3602 W AUGUSTA BLVD,27-Ward
08-00517503,Tree Planting - Green Streets,"3627 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:05 PM","MAY 02, 2008 08:53 AM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 30ME 05.02.08,3627 W AUGUSTA BLVD,27-Ward
08-00517516,Tree Planting - Green Streets,"3633 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:06 PM","MAY 01, 2008 01:17 PM",Completed,Bureau of Forestry - Green Streets,P TURFCARE 25ZF 05.01.08,3633 W AUGUSTA BLVD,27-Ward
08-00517526,Tree Planting - Green Streets,"3634 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:07 PM","MAY 01, 2008 01:16 PM",Completed,Bureau of Forestry - Green Streets,4P TURFCARE 01XF 05.01.08,3634 W AUGUSTA BLVD,27-Ward
08-00517854,Tree Planting - Green Streets,"3657 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:07 PM","MAY 01, 2008 01:15 PM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 25ZF 05.01.08,3657 W AUGUSTA BLVD,27-Ward
08-00517861,Tree Planting - Green Streets,"3658 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:30 PM","MAY 02, 2008 08:54 AM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 30ME 05.02.08,3658 W AUGUSTA BLVD,27-Ward
08-00517868,Tree Planting - Green Streets,"3701 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:31 PM","MAY 01, 2008 01:14 PM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 07ZC 05.01.08,3701 W AUGUSTA BLVD,27-Ward
08-00517874,Tree Planting - Green Streets,"3702 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:31 PM","MAY 01, 2008 01:14 PM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 25ZF 05.01.08,3702 W AUGUSTA BLVD,27-Ward
08-00517888,Tree Planting - Green Streets,"3725 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:32 PM","MAY 02, 2008 08:55 AM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 30ME 05.02.08,3725 W AUGUSTA BLVD,27-Ward
08-00517894,Tree Planting - Green Streets,"3726 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:33 PM","MAY 01, 2008 01:13 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01XF 05.01.08,3726 W AUGUSTA BLVD,27-Ward
08-00517897,Tree Planting - Green Streets,"3734 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:33 PM","MAY 01, 2008 01:12 PM",Completed,Bureau of Forestry - Green Streets,4P TURFCARE 01TF 05.01.08,3734 W AUGUSTA BLVD,27-Ward
08-00517911,Tree Planting - Green Streets,"3751 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:34 PM","APR 30, 2008 01:00 PM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 25ZF 04.30.08,3751 W AUGUSTA BLVD,27-Ward
08-00517934,Tree Planting - Green Streets,"3752 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:34 PM","APR 30, 2008 01:00 PM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 07ZC 04.30.08,3752 W AUGUSTA BLVD,27-Ward
08-00517946,Tree Planting - Green Streets,"3801 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:36 PM","APR 30, 2008 01:02 PM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 25ZF 04.30.08,3801 W AUGUSTA BLVD,27-Ward
08-00517963,Tree Planting - Green Streets,"3802 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:37 PM","MAY 02, 2008 08:55 AM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 30ME 05.02.08,3802 W AUGUSTA BLVD,27-Ward
08-00517974,Tree Planting - Green Streets,"3816 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:38 PM","APR 30, 2008 01:03 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01TF 04.30.08,3816 W AUGUSTA BLVD,27-Ward
08-00517987,Tree Planting - Green Streets,"3817 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:39 PM","APR 30, 2008 01:03 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01TF 04.30.08,3817 W AUGUSTA BLVD,27-Ward
08-00517993,Tree Planting - Green Streets,"3819 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",27-Ward,"Mar 25, 2008 02:39 PM","APR 30, 2008 01:04 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 04.30.08,3819 W AUGUSTA BLVD,27-Ward
08-00518003,Tree Planting - Green Streets,"3842 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:40 PM","APR 30, 2008 01:04 PM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 25ZF 04.30.08,3842 W AUGUSTA BLVD,37-Ward
08-00518011,Tree Planting - Green Streets,"3901 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:40 PM","APR 30, 2008 01:05 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01TF 04.30.08,3901 W AUGUSTA BLVD,37-Ward
08-00518024,Tree Planting - Green Streets,"3902 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:41 PM","APR 30, 2008 01:06 PM",Completed,Bureau of Forestry - Green Streets,4P TURFCARE 01TF 04.30.08,3902 W AUGUSTA BLVD,37-Ward
08-00518030,Tree Planting - Green Streets,"3917 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:42 PM","APR 30, 2008 01:08 PM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 25ZF 04.30.08,3917 W AUGUSTA BLVD,37-Ward
08-00518043,Tree Planting - Green Streets,"3933 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:42 PM","APR 28, 2008 12:51 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01TF 04.28.08,3933 W AUGUSTA BLVD,37-Ward
08-00518050,Tree Planting - Green Streets,"3934 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:42 PM","MAY 02, 2008 08:56 AM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 030ME 05.02.08,3934 W AUGUSTA BLVD,37-Ward
08-00518064,Tree Planting - Green Streets,"3945 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:43 PM","APR 28, 2008 12:52 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 25ZF 04.28.08,3945 W AUGUSTA BLVD,37-Ward
08-00518073,Tree Planting - Green Streets,"3949 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:44 PM","APR 18, 2008 08:20 AM",Completed,Bureau of Forestry - Green Streets,2NCO 7D 06DB 04.18.08,3949 W AUGUSTA BLVD,37-Ward
08-00518087,Tree Planting - Green Streets,"3952 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 25, 2008 02:44 PM","MAY 02, 2008 08:56 AM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 30ME 05.02.08,3952 W AUGUSTA BLVD,37-Ward
08-00531203,Tree Planting - Green Streets,"4015 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:38 AM","APR 28, 2008 12:53 PM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 07ZC 04.28.08,4015 W AUGUSTA BLVD,37-Ward
08-00531236,Tree Planting - Green Streets,"4016 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:41 AM","APR 28, 2008 12:54 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01PF 04.28.08,4016 W AUGUSTA BLVD,37-Ward
08-00531244,Tree Planting - Green Streets,"4033 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:41 AM","APR 28, 2008 12:55 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01TF 04.28.08,4033 W AUGUSTA BLVD,37-Ward
08-00531252,Tree Planting - Green Streets,"4034 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:42 AM","APR 28, 2008 12:56 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01PF 04.28.08,4034 W AUGUSTA BLVD,37-Ward
08-00531255,Tree Planting - Green Streets,"4056 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:42 AM","APR 28, 2008 12:56 PM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 01PF 04.28.08,4056 W AUGUSTA BLVD,37-Ward
08-00531258,Tree Planting - Green Streets,"4057 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:42 AM","APR 28, 2008 12:57 PM",Completed,Bureau of Forestry - Green Streets,4P TURFCARE 01TF 04.28.08,4057 W AUGUSTA BLVD,37-Ward
08-00531270,Tree Planting - Green Streets,"4101 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:43 AM","APR 28, 2008 12:58 PM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 01PF 04.28.08,4101 W AUGUSTA BLVD,37-Ward
08-00531276,Tree Planting - Green Streets,"4106 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:43 AM","APR 28, 2008 12:58 PM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 01TF 04.28.08,4106 W AUGUSTA BLVD,37-Ward
08-00531314,Tree Planting - Green Streets,"4128 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:47 AM","MAY 10, 2008 10:18 AM",Completed,Bureau of Forestry - Green Streets,1P TURFCARE 06ZB 05.10.08,4128 W AUGUSTA BLVD,37-Ward
08-00531325,Tree Planting - Green Streets,"4129 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:47 AM","APR 28, 2008 12:59 PM",Completed,Bureau of Forestry - Green Streets,3P TURFCARE 25ZF 04.28.08,4129 W AUGUSTA BLVD,37-Ward
08-00531331,Tree Planting - Green Streets,"4133 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:48 AM","MAY 10, 2008 10:19 AM",Completed,Bureau of Forestry - Green Streets,2P TURFCARE 06ZB 05.10.08,4133 W AUGUSTA BLVD,37-Ward
08-00531354,Tree Planting - Green Streets,"4136 W AUGUSTA BLVD , CHICAGO, IL, 60651 COOK",37-Ward,"Mar 27, 2008 09:49 AM","MAY 10, 2008 10:20 AM",Completed,Bureau of Forestry - Green Streets,1PTURFCARE 06ZB 05.10.08,4136 W AUGUSTA BLVD,37-Ward
08-00531379,Tree Planting - Green Streets,"757 N CALIFORNIA AVE , CHICAGO, IL, 60612 COOK",26-Ward,"Mar 27, 2008 09:51 AM","MAY 05, 2008 09:15 AM",Completed,Bureau of Forestry - Green Streets,2P 7D 30ME 05.05.08,757 N CALIFORNIA AVE,26-Ward
08-00531387,Tree Planting - Green Streets,"861 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 09:52 AM","MAY 05, 2008 09:14 AM",Completed,Bureau of Forestry - Green Streets,3NCO ON IOWA 7D 25ZF 05.05.08,861 N CALIFORNIA AVE,26-Ward
08-00531396,Tree Planting - Green Streets,"863 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 09:52 AM","MAY 05, 2008 09:15 AM",Completed,Bureau of Forestry - Green Streets,1P ON IOWA 7D 25ZF 05.05.08,863 N CALIFORNIA AVE,26-Ward
08-00531401,Tree Planting - Green Streets,"945 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 09:53 AM","MAY 05, 2008 09:11 AM",Completed,Bureau of Forestry - Green Streets,3NCO 7D 01PF 05.05.08,945 N CALIFORNIA AVE,26-Ward
08-00531412,Tree Planting - Green Streets,"1007 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 09:54 AM","MAY 05, 2008 09:19 AM",Completed,Bureau of Forestry - Green Streets,2NCO 7D 01PF 05.05.08,1007 N CALIFORNIA AVE,26-Ward
08-00531432,Tree Planting - Green Streets,"1016 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 09:55 AM","MAY 05, 2008 09:19 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 01PF 05.05.08,1016 N CALIFORNIA AVE,26-Ward
08-00531441,Tree Planting - Green Streets,"1018 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 09:55 AM","MAY 05, 2008 09:18 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 30ME 05.05.08,1018 N CALIFORNIA AVE,26-Ward
08-00531469,Tree Planting - Green Streets,"1030 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 09:57 AM","APR 18, 2008 08:15 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 06DB 04.18.08,1030 N CALIFORNIA AVE,26-Ward
08-00531484,Tree Planting - Green Streets,"1035 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Mar 27, 2008 09:58 AM","MAY 05, 2008 09:16 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 25ZF 05.05.08,1035 N CALIFORNIA AVE,1-Ward
08-00531495,Tree Planting - Green Streets,"1036 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 09:59 AM","MAY 05, 2008 09:16 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 25ZF 05.05.08,1036 N CALIFORNIA AVE,26-Ward
08-00531508,Tree Planting - Green Streets,"1043 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Mar 27, 2008 10:00 AM","MAY 05, 2008 09:17 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 30ME 05.05.08,1043 N CALIFORNIA AVE,1-Ward
08-00531516,Tree Planting - Green Streets,"1047 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Mar 27, 2008 10:01 AM","MAY 02, 2008 12:04 PM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 30ME 05.02.08,1047 N CALIFORNIA AVE,1-Ward
08-00531523,Tree Planting - Green Streets,"1051 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Mar 27, 2008 10:01 AM","APR 18, 2008 08:16 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 06DB 04.18.08,1051 N CALIFORNIA AVE,1-Ward
08-00531535,Tree Planting - Green Streets,"1056 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 10:02 AM","MAY 06, 2008 01:54 PM",Completed,Bureau of Forestry - Green Streets,5NCO 7D 01PF 05.06.08,1056 N CALIFORNIA AVE,26-Ward
08-00531541,Tree Planting - Green Streets,"1057 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Mar 27, 2008 10:02 AM","MAY 02, 2008 12:05 PM",Completed,Bureau of Forestry - Green Streets,3P 7D 25ZF 05.02.08 ON THOMAS,1057 N CALIFORNIA AVE,1-Ward
08-00531568,Tree Planting - Green Streets,"1105 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Mar 27, 2008 10:04 AM","MAY 01, 2008 11:53 AM",Completed,Bureau of Forestry - Green Streets,2NCO 7D 01PF 05.01.08,1105 N CALIFORNIA AVE,1-Ward
08-00531586,Tree Planting - Green Streets,"1116 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Mar 27, 2008 10:05 AM","MAY 01, 2008 11:52 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 30ME 05.01.08,1116 N CALIFORNIA AVE,26-Ward
08-00531596,Tree Planting - Green Streets,"1121 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Mar 27, 2008 10:06 AM","MAY 01, 2008 11:54 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 25ZF 05.01.08,1121 N CALIFORNIA AVE,1-Ward
08-00531604,Tree Planting - Green Streets,"1137 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Mar 27, 2008 10:06 AM","MAY 01, 2008 11:54 AM",Completed,Bureau of Forestry - Green Streets,1NCO 7D 25ZF 05.01.08,1137 N CALIFORNIA AVE,1-Ward
08-00576567,Tree Planting - Green Streets,"1300 W 13TH ST , CHICAGO, IL, 60608 COOK",25-Ward,"Apr 03, 2008 11:37 AM","SEP 29, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,1OP 06DB 7D 09.29.08,1300 W 13TH ST,25-Ward
08-00577293,Tree Planting - Green Streets,"980 W CULLERTON ST , CHICAGO, IL, 60608 COOK",25-Ward,"Apr 03, 2008 12:54 PM","OCT 03, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,1OP 06DB 7D,980 W CULLERTON ST,25-Ward
08-00595720,Tree Planting - Green Streets,"1510 N GREENVIEW AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Apr 07, 2008 01:06 PM","OCT 23, 2008 12:00 AM",Completed,Bureau of Forestry - Green Streets,1NCO 01TF 7D,1510 N GREENVIEW AVE,1-Ward
08-00601463,Tree Planting - Green Streets,"604 S LOOMIS ST , CHICAGO, IL, 60607 COOK",28-Ward,"Apr 08, 2008 09:36 AM","JUL 09, 2008 11:12 AM",Completed,Bureau of Forestry - Green Streets,CNP PRIVATE PROPERTY; CNP LOCATION  WITHIN 10' OF ALLEY AND DRIVEWAY,604 S LOOMIS ST,28-Ward
08-00601467,Tree Planting - Green Streets,"606 S LOOMIS ST , CHICAGO, IL, 60607 COOK",28-Ward,"Apr 08, 2008 09:37 AM","JUL 09, 2008 11:13 AM",Completed,Bureau of Forestry - Green Streets,CNP PRIVATE PROPERTY; CNP LOCATION  WITHIN 10' OF ALLEY AND DRIVEWAY,606 S LOOMIS ST,28-Ward
08-00601471,Tree Planting - Green Streets,"551 S LOOMIS ST , CHICAGO, IL, 60607 COOK",28-Ward,"Apr 08, 2008 09:37 AM","JUL 09, 2008 11:09 AM",Completed,Bureau of Forestry - Green Streets,,551 S LOOMIS ST,28-Ward
08-00603135,Tree Planting - Green Streets,"1301 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:49 AM","APR 28, 2008 10:46 AM",Completed,Bureau of Forestry - Green Streets,1P 7D 01PF 04.28.08,1301 N CALIFORNIA AVE,26-Ward
08-00603145,Tree Planting - Green Streets,"1308 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:50 AM","APR 29, 2008 10:55 AM",Completed,Bureau of Forestry - Green Streets,3P 7D 30ME 04.29.08,1308 N CALIFORNIA AVE,26-Ward
08-00603162,Tree Planting - Green Streets,"1325 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:51 AM","APR 28, 2008 10:47 AM",Completed,Bureau of Forestry - Green Streets,1P 7D 30ME 04.28.08,1325 N CALIFORNIA AVE,26-Ward
08-00603175,Tree Planting - Green Streets,"1326 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:51 AM","APR 29, 2008 10:59 AM",Completed,Bureau of Forestry - Green Streets,1P 7D 01LF 04.29.08,1326 N CALIFORNIA AVE,26-Ward
08-00603184,Tree Planting - Green Streets,"1331 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:52 AM","APR 28, 2008 10:50 AM",Completed,Bureau of Forestry - Green Streets,4P 3/ 01LF PLANTED ON 04.28.08 AND 1/ 01LF PLANTED ON 04.29.08/  RAIN ON 28 CAUSED WORK STOP 7D,1331 N CALIFORNIA AVE,26-Ward
08-00603192,Tree Planting - Green Streets,"1332 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:53 AM","APR 29, 2008 10:58 AM",Completed,Bureau of Forestry - Green Streets,1P 7D 25ZF 04.29.08,1332 N CALIFORNIA AVE,26-Ward
08-00603200,Tree Planting - Green Streets,"1333 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:53 AM","APR 29, 2008 10:51 AM",Completed,Bureau of Forestry - Green Streets,3P 7D 25ZF 04.29.08,1333 N CALIFORNIA AVE,26-Ward
08-00603205,Tree Planting - Green Streets,"1335 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:54 AM","APR 29, 2008 10:51 AM",Completed,Bureau of Forestry - Green Streets,2NCO 7D 30ME 04.29.08,1335 N CALIFORNIA AVE,26-Ward
08-00603209,Tree Planting - Green Streets,"1336 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:55 AM","APR 29, 2008 10:57 AM",Completed,Bureau of Forestry - Green Streets,2P 7D 25ZF 04.29.08,1336 N CALIFORNIA AVE,26-Ward
08-00603219,Tree Planting - Green Streets,"1343 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:55 AM","APR 29, 2008 10:52 AM",Completed,Bureau of Forestry - Green Streets,1P 7D 01PF 04.29.08,1343 N CALIFORNIA AVE,26-Ward
08-00603223,Tree Planting - Green Streets,"1344 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:56 AM","APR 29, 2008 10:55 AM",Completed,Bureau of Forestry - Green Streets,1P 7D 01LF 04.29.08,1344 N CALIFORNIA AVE,26-Ward
08-00603226,Tree Planting - Green Streets,"1349 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",26-Ward,"Apr 08, 2008 11:56 AM","APR 29, 2008 10:54 AM",Completed,Bureau of Forestry - Green Streets,1P 7D 01PF 04.29.08,1349 N CALIFORNIA AVE,26-Ward
08-00603238,Tree Planting - Green Streets,"1401 N CALIFORNIA AVE , CHICAGO, IL, 60622 COOK",1-Ward,"Apr 08, 2008 11:57 AM","MAY 01, 2008 11:55 AM",Completed,Bureau of Forestry - Green Streets,2P 7D 01LF 05.01.08,1401 N CALIFORNIA AVE,1-Ward
